speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
President Donald J. Trump: (,We’ve caught them all.,0,Not given,Not given,Not given
President Donald J. Trump: (,"And by the way, you gave the idea for the Logan Act against General Flynn.",0,Not given,Not given,Not given
President Donald J. Trump: (,"You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office.",0,Not given,Not given,Not given
President Donald J. Trump: (,He knew about it too.,0,Not given,Not given,Not given
President Donald J. Trump: (,So don’t tell me about a free transition.,0,Not given,Not given,Not given
President Donald J. Trump: (,"As far as the ballots are concerned, it’s a disaster.",0,Not given,Not given,Not given
President Donald J. Trump: (,"A solicited ballot, okay, solicited, is okay.",0,Not given,Not given,Not given
President Donald J. Trump: (,You’re soliciting.,0,Not given,Not given,Not given
President Donald J. Trump: (,You’re asking.,0,Not given,Not given,Not given
President Donald J. Trump: (,They send it back.,0,Not given,Not given,Not given
President Donald J. Trump: (,You send it back.,0,Not given,Not given,Not given
President Donald J. Trump: (,I did that.,0,Not given,Not given,Not given
President Donald J. Trump: (,If you have an unsolicited… They’re sending millions of ballots all over the country.,0,Not given,Not given,Not given
President Donald J. Trump: (,There’s fraud.,0,Not given,Not given,Not given
President Donald J. Trump: (,They found them in creeks.,0,Not given,Not given,Not given
President Donald J. Trump: (,"They found some, just happened to have the name Trump just the other day in a wastepaper basket.",0,Not given,Not given,Not given
President Donald J. Trump: (,They’re being sent all over the place.,0,Not given,Not given,Not given
President Donald J. Trump: (,They sent two in a Democrat area.,0,Not given,Not given,Not given
President Donald J. Trump: (,They sent out a thousand ballots.,0,Not given,Not given,Not given
President Donald J. Trump: (,Everybody got two ballots.,0,Not given,Not given,Not given
President Donald J. Trump: (,This is going to be a fraud like you’ve never seen.,0,Not given,Not given,Not given
President Donald J. Trump: (,"The other thing, it’s nice.",0,Not given,Not given,Not given
President Donald J. Trump: (,"On November 3rd, you’re watching, and you see who won the election.",0,Not given,Not given,Not given
President Donald J. Trump: (,And I think we’re going to do well because people are really happy with the job we’ve done.,0,Not given,Not given,Not given
President Donald J. Trump: (,But you know what?,0,Not given,Not given,Not given
President Donald J. Trump: (,We won’t know.,1,Not Claim,Not given,Not given
President Donald J. Trump: (,We might not know for months because these ballots are going to be all over.,0,Not given,Not given,Not given
President Donald J. Trump: (,Take a look at what happened in Manhattan.,0,Not given,Not given,Not given
President Donald J. Trump: (,Take a look at what happened in New Jersey.,0,Not given,Not given,Not given
President Donald J. Trump: (,Take a look at what happened in Virginia and other places.,0,Not given,Not given,Not given
President Donald J. Trump: (,"They’re not losing 2%, 1%, which by the way is too much.",0,Not given,Not given,Not given
President Donald J. Trump: (,An election could be won or lost with that.,0,Not given,Not given,Not given
President Donald J. Trump: (,They’re losing 30 and 40%.,0,Not given,Not given,Not given
President Donald J. Trump: (,"It’s a fraud, and it’s a shame.",0,Not given,Not given,Not given
President Donald J. Trump: (,"And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th.",0,Not given,Not given,Not given
President Donald J. Trump: (,"That’s seven days after the election, in theory, should have been announced.",0,Not given,Not given,Not given
President Donald J. Trump: (,We have major states [crosstalk 01:03:58] with that-,0,Not given,Not given,Not given
Chris Wallace: (,Sir.,0,Not given,Not given,Not given
President Donald J. Trump: (,… all run by Democrats-,0,Not given,Not given,Not given
Chris Wallace: (,Two minutes is two minutes.,0,Not given,Not given,Not given
President Donald J. Trump: (,All run by Democrats.,0,Not given,Not given,Not given
Chris Wallace: (,President Trump-,0,Not given,Not given,Not given
President Donald J. Trump: (,It’s a rigged election.,0,Not given,Not given,Not given
Chris Wallace: (,You’re going to be able to continue.,0,Not given,Not given,Not given
Chris Wallace: (,You have been charging for months that mail-in balloting is going to be a disaster.,0,Not given,Not given,Not given
Chris Wallace: (,"You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud.",0,Not given,Not given,Not given
Chris Wallace: (,"But in 2018, in the last midterm election, 31 million people voted mail-in voting.",0,Not given,Not given,Not given
Chris Wallace: (,"That was more than a quarter of all the voters that year, cast their ballots by mail.",0,Not given,Not given,Not given
Chris Wallace: (,"Now that millions of mail-in ballots have gone out, what are you going to do about it?",0,Not given,Not given,Not given
Chris Wallace: (,"And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?",0,Not given,Not given,Not given
President Donald J. Trump: (,Yeah.,0,Not given,Not given,Not given
President Donald J. Trump: (,"I think I’m counting on them to look at the ballots, definitely.",0,Not given,Not given,Not given
President Donald J. Trump: (,"I hope we don’t need them, in terms of the election itself.",0,Not given,Not given,Not given
President Donald J. Trump: (,"But for the ballots, I think so, because what’s happening is incredible.",0,Not given,Not given,Not given
President Donald J. Trump: (,I read today where at least 1% of the ballots for 2016 were invalidated.,0,Not given,Not given,Not given
President Donald J. Trump: (,They take them.,0,Not given,Not given,Not given
President Donald J. Trump: (,We don’t like them.,0,Not given,Not given,Not given
President Donald J. Trump: (,We don’t like them.,0,Not given,Not given,Not given
President Donald J. Trump: (,They throw them out-,0,Not given,Not given,Not given
Chris Wallace: (,But what are you going to do about it-,0,Not given,Not given,Not given
President Donald J. Trump: (,… left and right.,0,Not given,Not given,Not given
Chris Wallace: (,There are millions of ballots going out right now.,0,Not given,Not given,Not given
Chris Wallace: (,What are you going to do-,0,Not given,Not given,Not given
President Donald J. Trump: (,What you do is you go and vote.,0,Not given,Not given,Not given
President Donald J. Trump: (,"You do a solicited ballot, and that’s okay-",0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,I know your complaint [crosstalk 01:05:05].,0,Not given,Not given,Not given
Chris Wallace: (,I’m asking you about the fact that millions of people have received-,0,Not given,Not given,Not given
President Donald J. Trump: (,You go and vote.,0,Not given,Not given,Not given
President Donald J. Trump: (,You go and vote-,0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,"But what I’m saying is [crosstalk 01:05:11], what are you going to do about the fact that millions of people-",0,Not given,Not given,Not given
President Donald J. Trump: (,"You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending.",0,Not given,Not given,Not given
President Donald J. Trump: (,They have mailmen with lots of it.,0,Not given,Not given,Not given
President Donald J. Trump: (,Did you see what’s going on?,0,Not given,Not given,Not given
President Donald J. Trump: (,"Take a look at West Virginia, mailman selling the ballots.",0,Not given,Not given,Not given
President Donald J. Trump: (,They’re being sold.,0,Not given,Not given,Not given
President Donald J. Trump: (,They’re being dumped in rivers.,0,Not given,Not given,Not given
President Donald J. Trump: (,This is a horrible thing for our country.,0,Not given,Not given,Not given
Vice President Joe Biden: (,There is no [crosstalk 01:05:32]… There is no evidence of that-,0,Not given,Not given,Not given
President Donald J. Trump: (,This is not going to end well.,0,Not given,Not given,Not given
Vice President Joe Biden: (,There is no evidence of that-,0,Not given,Not given,Not given
President Donald J. Trump: (,This is not going to end well-,0,Not given,Not given,Not given
Chris Wallace: (,Okay.,0,Not given,Not given,Not given
Chris Wallace: (,"Vice President Biden, in fact, go ahead, sir-",0,Not given,Not given,Not given
Vice President Joe Biden: (,Five states have had mail-in ballots for the last decade or more.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"Five, including two Republican states.",0,Not given,Not given,Not given
Vice President Joe Biden: (,And you don’t have to solicit the ballot.,0,Not given,Not given,Not given
Vice President Joe Biden: (,It’s sent to you.,0,Not given,Not given,Not given
Vice President Joe Biden: (,It’s sent to your home.,0,Not given,Not given,Not given
Vice President Joe Biden: (,What they’re saying is that it has to be a postmark by election day.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"If it doesn’t get in until the seventh, eighth, ninth, it still should be counted.",0,Not given,Not given,Not given
Vice President Joe Biden: (,He’s just afraid of counting the votes-,1,Not Claim,Not given,Not given
President Donald J. Trump: (,You’re wrong.,0,Not given,Not given,Not given
President Donald J. Trump: (,You’re wrong [crosstalk 01:06:04].,0,Not given,Not given,Not given
President Donald J. Trump: (,I love counting the votes [crosstalk 01:06:05]-,0,Not given,Not given,Not given
Chris Wallace: (,I want to continue with you on this [crosstalk 01:06:06] Vice President Biden-,0,Not given,Not given,Not given
President Donald J. Trump: (,"Chris, he’s so wrong when he makes a statement like that-",0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,Excuse me.,0,Not given,Not given,Not given
Chris Wallace: (,"Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically.",0,Not given,Not given,Not given
Chris Wallace: (,"It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity, or they missed [crosstalk 01:06:28] the deadline.",0,Not given,Not given,Not given
Chris Wallace: (,"So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?",0,Not given,Not given,Not given
Vice President Joe Biden: (,"I am concerned that any court would settle this, because here’s the deal.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"When you get a ballot and you fill it out, you’re supposed to have an affidavit.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"If you didn’t know, you have someone say that, this is me.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"You should be able to, if in fact you can verify that’s you before the ballot is thrown out, that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct I.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"Who they voted for, testify, say who they voted for, say it’s you.",0,Not given,Not given,Not given
Vice President Joe Biden: (,That is totally legitimate.,0,Not given,Not given,Not given
Chris Wallace: (,All right.,0,Not given,Not given,Not given
President Donald J. Trump: (,Excuse me [crosstalk 01:07:11]-,0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,No.,0,Not given,Not given,Not given
Chris Wallace: (,I have a final [crosstalk 00:13:12].,0,Not given,Not given,Not given
Chris Wallace: (,"Gentlemen, I have a final question [crosstalk 01:07:14]-",0,Not given,Not given,Not given
President Donald J. Trump: (,You know it can’t be done.,0,Not given,Not given,Not given
President Donald J. Trump: (,"You know it can’t, and already, there’s been fraud [crosstalk 01:07:19]-",0,Not given,Not given,Not given
Vice President Joe Biden: (,Mail service delivers [crosstalk 01:07:21] 185 million pieces of mail a day [crosstalk 01:07:24]-,0,Not given,Not given,Not given
Chris Wallace: (,We can keep talking.,0,Not given,Not given,Not given
Chris Wallace: (,"In eight states, [crosstalk 01:07:27] election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day.",0,Not given,Not given,Not given
Chris Wallace: (,"That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days.",0,Not given,Not given,Not given
Chris Wallace: (,It could be weeks-,0,Not given,Not given,Not given
President Donald J. Trump: (,Could be months-,0,Not given,Not given,Not given
Chris Wallace: (,… until we find out who the new president is.,0,Not given,Not given,Not given
Chris Wallace: (,"First for you, sir.",0,Not given,Not given,Not given
Chris Wallace: (,"Finally, for the vice president, and I hope neither of you will interrupt the other.",0,Not given,Not given,Not given
Chris Wallace: (,"Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest?",0,Not given,Not given,Not given
Chris Wallace: (,And will you pledge tonight that you will not declare victory until the election has been independently certified?,0,Not given,Not given,Not given
Chris Wallace: (,"President Trump, you go first-",0,Not given,Not given,Not given
President Donald J. Trump: (,"I’m urging my supporters to go in to the polls and watch very carefully, because that’s what has to happen.",0,Not given,Not given,Not given
President Donald J. Trump: (,I am urging them to do it.,0,Not given,Not given,Not given
President Donald J. Trump: (,"As you know, today there was a big problem.",0,Not given,Not given,Not given
President Donald J. Trump: (,"In Philadelphia, they went in to watch.",0,Not given,Not given,Not given
President Donald J. Trump: (,"They’re called poll watchers, a very safe, very nice thing.",0,Not given,Not given,Not given
President Donald J. Trump: (,They were thrown out.,0,Not given,Not given,Not given
President Donald J. Trump: (,They weren’t allowed to watch.,0,Not given,Not given,Not given
President Donald J. Trump: (,You know why?,0,Not given,Not given,Not given
President Donald J. Trump: (,Because bad things happen in Philadelphia.,0,Not given,Not given,Not given
President Donald J. Trump: (,Bad things.,0,Not given,Not given,Not given
President Donald J. Trump: (,And I am urging my people.,0,Not given,Not given,Not given
President Donald J. Trump: (,I hope it’s going to be a fair election.,0,Not given,Not given,Not given
President Donald J. Trump: (,If it’s a fair election-,0,Not given,Not given,Not given
Chris Wallace: (,You’re urging them what?,0,Not given,Not given,Not given
President Donald J. Trump: (,… I am 100% on board.,0,Not given,Not given,Not given
President Donald J. Trump: (,"But if I see tens of thousands of ballots being manipulated, I can’t go along with that.",1,Claim,Not given,Not given
President Donald J. Trump: (,And I’ll tell you why-,0,Not given,Not given,Not given
Chris Wallace: (,"What does that mean, not go along-",0,Not given,Not given,Not given
President Donald J. Trump: (,… from a common sense-,0,Not given,Not given,Not given
Chris Wallace: (,Does that mean you’re going to tell your people-,0,Not given,Not given,Not given
President Donald J. Trump: (,I’ll tell you what it means-,0,Not given,Not given,Not given
Chris Wallace: (,… to take to the streets?,0,Not given,Not given,Not given
President Donald J. Trump: (,It means you have a fraudulent election.,0,Not given,Not given,Not given
President Donald J. Trump: (,You’re sending out 80 million ballots-,0,Not given,Not given,Not given
Chris Wallace: (,And what would you do about that?,0,Not given,Not given,Not given
President Donald J. Trump: (,"They’re not equipped… These people aren’t equipped to handle it, number one.",0,Not given,Not given,Not given
President Donald J. Trump: (,"Number two, they cheat.",0,Not given,Not given,Not given
President Donald J. Trump: (,They cheat.,0,Not given,Not given,Not given
President Donald J. Trump: (,"Hey, they found ballots in a wastepaper basket three days ago, and they all had the name military ballots.",0,Not given,Not given,Not given
President Donald J. Trump: (,There were military.,0,Not given,Not given,Not given
President Donald J. Trump: (,They all had the name Trump on them.,0,Not given,Not given,Not given
Chris Wallace: (,Vice President Biden-,0,Not given,Not given,Not given
President Donald J. Trump: (,You think that’s good?,0,Not given,Not given,Not given
Chris Wallace: (,"Vice President Biden, final question for you.",0,Not given,Not given,Not given
Chris Wallace: (,Will you urge your supporters to stay calm while the vote is counted?,0,Not given,Not given,Not given
Chris Wallace: (,And will you pledge not to declare victory until the election is independently certified?,0,Not given,Not given,Not given
Vice President Joe Biden: (,Yes.,0,Not given,Not given,Not given
Vice President Joe Biden: (,And here’s the deal.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"We count the ballots, as you pointed out.",0,Not given,Not given,Not given
Vice President Joe Biden: (,Some of these ballots in some states can’t even be opened until election day.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"And if there’s thousands of ballots, it’s going to take time to do it.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"And by the way, our military… They’ve been voting by ballots since the end of the Civil War, in effect.",0,Not given,Not given,Not given
Vice President Joe Biden: (,And that’s what’s going to happen.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"Why is it, for them, somehow not fraudulent.",0,Not given,Not given,Not given
Vice President Joe Biden: (,It’s the same process.,0,Not given,Not given,Not given
Vice President Joe Biden: (,It’s honest.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"No one has established at all that there is fraud related to mail-in ballots, that somehow it’s a fraudulent process.",0,Not given,Not given,Not given
President Donald J. Trump: (,It’s already been established.,0,Not given,Not given,Not given
President Donald J. Trump: (,Take a look at Carolyn Maloney’s race-,0,Not given,Not given,Not given
Chris Wallace: (,I asked you.,0,Not given,Not given,Not given
Chris Wallace: (,You had an opportunity to respond [crosstalk 01:10:13].,0,Not given,Not given,Not given
Chris Wallace: (,Go ahead [crosstalk 01:10:14].,0,Not given,Not given,Not given
Chris Wallace: (,"Vice President Biden, go ahead.",0,Not given,Not given,Not given
Vice President Joe Biden: (,He has no idea what he’s talking about.,0,Not given,Not given,Not given
Vice President Joe Biden: (,Here’s the deal.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"The fact is, I will accept it, and he will too.",0,Not given,Not given,Not given
Vice President Joe Biden: (,You know why?,0,Not given,Not given,Not given
Vice President Joe Biden: (,"Because once the winner is declared after all the ballots are counted, all the votes are counted, that’ll be the end of it.",0,Not given,Not given,Not given
Vice President Joe Biden: (,That’ll be the end of it.,0,Not given,Not given,Not given
Vice President Joe Biden: (,"And if it’s me, in fact, fine.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"If it’s not me, I’ll support the outcome.",0,Not given,Not given,Not given
Vice President Joe Biden: (,"And I’ll be a president, not just for the Democrats.",0,Not given,Not given,Not given
Vice President Joe Biden: (,I’ll be a president for Democrats and Republicans.,0,Not given,Not given,Not given
Vice President Joe Biden: (,And this guy-,0,Not given,Not given,Not given
President Donald J. Trump: (,I want to see an honest ballot cut-,0,Not given,Not given,Not given
Chris Wallace: (,"Gentlemen, just say that’s the end of it [crosstalk 01:10:45].",0,Not given,Not given,Not given
Chris Wallace: (,This is the end of this debate-,0,Not given,Not given,Not given
President Donald J. Trump: (,I want to see an honest ballot count.,0,Not given,Not given,Not given
Chris Wallace: (,We’re going to leave it there-,0,Not given,Not given,Not given
President Donald J. Trump: (,And I think he does too-,0,Not given,Not given,Not given
Chris Wallace: (,… to be continued in more debates as we go on.,0,Not given,Not given,Not given
Chris Wallace: (,"President Trump, Vice President Biden, it’s been an interesting hour and a half.",0,Not given,Not given,Not given
Chris Wallace: (,I want to thank you both for participating in the first of three debates that you have agreed to engage in.,0,Not given,Not given,Not given
Chris Wallace: (,We want to thank Case Western Reserve University and the Cleveland Clinic for hosting this event.,0,Not given,Not given,Not given
Chris Wallace: (,"The next debate, sponsored by the Commission on Presidential Debates, will be one week from tomorrow, October 7th, at the University of Utah in Salt Lake City.",0,Not given,Not given,Not given
Chris Wallace: (,"The two vice presidential nominees, Vice President Mike Pence and Senator Kamala Harris will debate at 9:00 PM Eastern that night.",0,Not given,Not given,Not given
Chris Wallace: (,We hope you watch.,0,Not given,Not given,Not given
Chris Wallace: (,"Until then, thank you, and good night.",0,Not given,Not given,Not given
Chris Wallace: (,Thank you.,0,Not given,Not given,Not given
Susan Page,Good evening.,0,Not given,Not given,Not given
Susan Page,"From the University of Utah in Salt Lake City, welcome to the first and only vice presidential debate of 2020 sponsored by the nonpartisan commission on presidential debates.",0,Not given,Not given,Not given
Susan Page,I’m Susan Page of USA Today.,0,Not given,Not given,Not given
Susan Page,"It is my honor to moderate this debate, an important part of our democracy.",0,Not given,Not given,Not given
Susan Page,"In Kingsbury Hall tonight, we have a small and socially distant audience and we’ve taken extra precautions during this pandemic.",0,Not given,Not given,Not given
Susan Page,"Among other things, everyone in this audience is required to wear a face mask and the candidates will be seated 12 feet apart.",0,Not given,Not given,Not given
Susan Page,"The audience is enthusiastic about their candidates, but they’ve agreed to express that enthusiasm only twice—at the end of the debate and now, when I introduce the candidates.",0,Not given,Not given,Not given
Susan Page,California Senator Kamala Harris and Vice President Mike Pence.,0,Not given,Not given,Not given
Susan Page,"Senator Harris and Vice President Pence, thank you for being here.",0,Not given,Not given,Not given
Susan Page,"We’re meeting as President Trump and the First Lady continue to undergo treatment in Washington, after testing positive for COVID-19.",0,Not given,Not given,Not given
Susan Page,"We send our thoughts and prayers to them for their rapid and complete recovery, and for the recovery of everyone afflicted by the coronavirus.",0,Not given,Not given,Not given
Susan Page,The two campaigns and the commission on presidential debates agreed to the ground rules for tonight.,0,Not given,Not given,Not given
Susan Page,I’m here to enforce them.On behalf of the millions of Americans who are watching.,0,Not given,Not given,Not given
Susan Page,One note: no one in either campaign or at the commission or anywhere else has been told in advance what topics I’ll raise or what questions I’ll ask.,0,Not given,Not given,Not given
Susan Page,This 90 minute debate will be divided into nine segments of about 10 minutes each.,0,Not given,Not given,Not given
Susan Page,I’ll begin a segment by posing a question to each of you.,0,Not given,Not given,Not given
Susan Page,"Sometimes the same question, sometimes a different question on the same topic.",0,Not given,Not given,Not given
Susan Page,You will then have two minutes to answer without interruption by me or the other candidate.,0,Not given,Not given,Not given
Susan Page,Then we’ll take six minutes or so to discuss the issue.,0,Not given,Not given,Not given
Susan Page,"At that point, although there will always be more to say, we’ll move on to the next topic.",0,Not given,Not given,Not given
Susan Page,"We want a debate that is lively, but Americans also deserve a discussion that is civil.",0,Not given,Not given,Not given
Susan Page,"These are tumultuous times, but we can and will have a respectful exchange about the big issues facing our nation.",0,Not given,Not given,Not given
Susan Page,Let’s begin with the ongoing pandemic that has cost our country so much.,0,Not given,Not given,Not given
Susan Page,"Senator Harris, the coronavirus is not under control.",0,Not given,Not given,Not given
Susan Page,"Over the past week, Johns Hopkins reports that 39 states have had more COVID cases over the past seven days than in the week before.",0,Not given,Not given,Not given
Susan Page,Nine States have set new records.,0,Not given,Not given,Not given
Susan Page,"Even if a vaccine is released soon, the next administration will face hard choices.",0,Not given,Not given,Not given
Susan Page,What would a Biden administration do in January and February that a Trump administration wouldn’t do?,0,Not given,Not given,Not given
Susan Page,"Would you impose new lockdowns for businesses and schools and hotspots, a federal mandate to wear masks?",0,Not given,Not given,Not given
Susan Page,You have two minutes to respond without interruption.,0,Not given,Not given,Not given
Kamala Harris,"Thank you, Susan.",0,Not given,Not given,Not given
Kamala Harris,"Well, the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.",0,Not given,Not given,Not given
Kamala Harris,And here are the facts.,0,Not given,Not given,Not given
Kamala Harris,"210,000 dead people in our country in just the last several months.",0,Not given,Not given,Not given
Kamala Harris,Over 7 million people who have contracted this disease.,0,Not given,Not given,Not given
Kamala Harris,One in five businesses closed.,0,Not given,Not given,Not given
Kamala Harris,We’re looking at frontline workers who have been treated like sacrificial workers.,0,Not given,Not given,Not given
Kamala Harris,"We are looking at over 30 million people, who in the last several months, had to file for unemployment.",0,Not given,Not given,Not given
Kamala Harris,"And here’s the thing, on January 28th, the vice president and the president were informed about the nature of this pandemic.",0,Not given,Not given,Not given
Kamala Harris,"They were informed that it’s lethal in consequence, that it is airborne, that it will affect young people, and that it would be contracted because it is airborne.",0,Not given,Not given,Not given
Kamala Harris,"And they knew what was happening, and they didn’t tell you.",0,Not given,Not given,Not given
Kamala Harris,"Can you imagine if you knew on January 28th, as opposed to March 13th, what they knew, what you might’ve done to prepare?",0,Not given,Not given,Not given
Kamala Harris,"They knew, and they covered it up.",0,Not given,Not given,Not given
Kamala Harris,The president said it was a hoax.,0,Not given,Not given,Not given
Kamala Harris,They minimized the seriousness of it.,0,Not given,Not given,Not given
Kamala Harris,"The president said, “You’re on one side of his ledger if you wear a mask.",0,Not given,Not given,Not given
Kamala Harris,"You’re on the other side of his ledger if you don’t.” And in spite of all of that, today, they still don’t have a plan.",0,Not given,Not given,Not given
Kamala Harris,They still don’t have a plan.,0,Not given,Not given,Not given
Kamala Harris,"Well, Joe Biden does.",0,Not given,Not given,Not given
Kamala Harris,"And our plan is about what we need to do around a national strategy for contact tracing, for testing, for administration of the vaccine, and making sure that it will be free for all.",0,Not given,Not given,Not given
Kamala Harris,"That is the plan that Joe Biden has and that I have, knowing that we have to get a hold of what has been going on, and we need to save our country.",0,Not given,Not given,Not given
Kamala Harris,And Joe Biden is the best leader to do that.,0,Not given,Not given,Not given
Kamala Harris,"And frankly, this administration has forfeited their-",0,Not given,Not given,Not given
Susan Page,"Thank you, Senator Harris-",0,Not given,Not given,Not given
Kamala Harris,… right to reelection based on this.,0,Not given,Not given,Not given
Susan Page,"Thank you, Senator Harris.",0,Not given,Not given,Not given
Susan Page,"Vice President Pence, more than 210,000 Americans have died of COVID-19 since February.",0,Not given,Not given,Not given
Susan Page,"The US death toll, as a percentage of our population, is higher than that of almost every other wealthy nation on Earth.",0,Not given,Not given,Not given
Susan Page,"For instance, our death rate is two and a half times that of Canada, next door.",0,Not given,Not given,Not given
Susan Page,You had the administration’s coronavirus task force.,0,Not given,Not given,Not given
Susan Page,"Why is the US death toll, as a percentage of our population, higher than that of almost every other wealthy country?",0,Not given,Not given,Not given
Susan Page,And you have two minutes to respond without interruption.,0,Not given,Not given,Not given
Mike Pence,"Susan, thank you.",0,Not given,Not given,Not given
Mike Pence,And I want to thank the Commission and the University of Utah for hosting this event.,0,Not given,Not given,Not given
Mike Pence,"And Senator Harris, it’s a privilege to be on the stage with you.",0,Not given,Not given,Not given
Mike Pence,And our nation has gone through a very challenging time this year.,0,Not given,Not given,Not given
Mike Pence,"But I want the American people to know that from the very first day, President Donald Trump has put the health of America first.",0,Not given,Not given,Not given
Mike Pence,"Before there were more than five cases in the United States, all people who had returned from China, President Donald Trump did what no other American president had ever done.",0,Not given,Not given,Not given
Mike Pence,"And that was, he suspended all travel from China, the second largest economy in the world.",0,Not given,Not given,Not given
Mike Pence,"Now, Senator Joe Biden opposed that decision.",0,Not given,Not given,Not given
Mike Pence,He said it was xenophobic and hysterical.,0,Not given,Not given,Not given
Mike Pence,But I can tell you having led the white house coronavirus task force that that decision alone by President Trump bought us invaluable time to stand up the greatest national mobilization since World War Two.,0,Not given,Not given,Not given
Mike Pence,And I believe it saved hundreds of thousands of American lives.,0,Not given,Not given,Not given
Mike Pence,"Because with that time, we were able to reinvent testing.",0,Not given,Not given,Not given
Mike Pence,More than 115 million tests had been done to date.,0,Not given,Not given,Not given
Mike Pence,"We were able to see to the delivery of billions of supplies, so our doctors and nurses had the resources support they needed.",1,Claim,Not given,Not given
Mike Pence,"And we began, really, before the month of February we started to develop a vaccine and to develop medicines and therapeutics that have been saving lives all along the way.",0,Not given,Not given,Not given
Mike Pence,"And under President Trump’s leadership, Operation Warp Speed, we believe we’ll have literally tens of millions of doses of a vaccine before the end of this year.",0,Not given,Not given,Not given
Mike Pence,"The reality is, when you look at the Biden plan, it reads an awful lot like what President Trump, and I, and our task force has been doing every step of the way.",0,Not given,Not given,Not given
Mike Pence,"And quite frankly, when I look at their plan that talks about advancing testing, creating new PPE, developing a vaccine, it looks a little bit like plagiarism, which is something Joe Biden knows a little bit about.",0,Not given,Not given,Not given
Mike Pence,And I think the American people know that this is a president who has put the health-,0,Not given,Not given,Not given
Susan Page,"Thank you, Vice President Pence-",0,Not given,Not given,Not given
Mike Pence,… of America first.,0,Not given,Not given,Not given
Mike Pence,"And the American people, I believe with my heart, can be proud-",0,Not given,Not given,Not given
Susan Page,"Thank you, Vice President Pence-",0,Not given,Not given,Not given
Mike Pence,… of the sacrifices they have made.,0,Not given,Not given,Not given
Mike Pence,It’s saved countless American lives-,0,Not given,Not given,Not given
Susan Page,"Thank you, Vice President Pence.",0,Not given,Not given,Not given
Susan Page,"Senator Harris, would you like to respond?",0,Not given,Not given,Not given
Kamala Harris,Absolutely.,0,Not given,Not given,Not given
Kamala Harris,"Whatever the vice president is claiming the administration has done, clearly, it hasn’t worked.",0,Not given,Not given,Not given
Kamala Harris,"When you’re looking at over 210,000 dead bodies in our country, American lives that have been lost, families that are grieving that loss, and the vice president is the head of the task force and knew on January 28th, how serious this was.",0,Not given,Not given,Not given
Kamala Harris,"And then, thanks to Bob Woodward, we learned that they knew about it.",0,Not given,Not given,Not given
Kamala Harris,"And then when that was exposed, the vice president said, when asked, “Well, why didn’t you all tell anybody?” He said, “Because the president wanted people to remain calm.”",0,Not given,Not given,Not given
Susan Page,"Well, let’s [crosstalk 00:07:53]-",0,Not given,Not given,Not given
Kamala Harris,No.,0,Not given,Not given,Not given
Kamala Harris,"But Susan, this is important.",0,Not given,Not given,Not given
Kamala Harris,And I want to add-,0,Not given,Not given,Not given
Mike Pence,"Susan, I have to weigh in here-",0,Not given,Not given,Not given
Kamala Harris,"Mr. Vice President, I’m speaking.",0,Not given,Not given,Not given
Mike Pence,I have to weigh in.,0,Not given,Not given,Not given
Kamala Harris,I’m speaking.,0,Not given,Not given,Not given
Susan Page,"You can have 15 more seconds, and then we’ll give the vice-president a chance to respond-",0,Not given,Not given,Not given
Kamala Harris,Thank you.,0,Not given,Not given,Not given
